Temps;Déplacement;Charge
(s);(mm);(N)
"26,50000";"1,76690";"13271,79688"
"26,60000";"1,77336";"13329,95898"
"26,70000";"1,78011";"13399,43066"
"26,80000";"1,78687";"13459,87500"
"26,90000";"1,79333";"13520,41504"
"27,00000";"1,80014";"13592,73633"
"27,10000";"1,80684";"13650,01660"
"27,20000";"1,81336";"13711,81641"
"27,30000";"1,82017";"13784,56543"
"27,40000";"1,82681";"13841,94238"
"27,50000";"1,83339";"13908,09863"
"27,60000";"1,84020";"13976,30469"
"27,70000";"1,84666";"14033,91992"
"27,80000";"1,85341";"14103,73926"
"27,90000";"1,86023";"14167,32227"
"28,00000";"1,86663";"14228,40918"
"28,10000";"1,87350";"14302,23926"
"28,20000";"1,88020";"14359,96289"
"28,30000";"1,88666";"14425,98145"
"28,40000";"1,89353";"14498,60352"
"28,50000";"1,90011";"14556,93262"
"28,60000";"1,90669";"14622,68945"
"28,70000";"1,91356";"14694,55371"
"28,80000";"1,91996";"14752,72168"
"28,90000";"1,92672";"14823,84082"
"29,00000";"1,93347";"14889,24512"
"29,10000";"1,93999";"14951,69727"
"29,20000";"1,94681";"15026,65918"
"29,30000";"1,95350";"15087,55371"
"29,40000";"1,95996";"15151,20312"
"29,50000";"1,96684";"15225,37500"
"29,60000";"1,97347";"15283,77051"
"29,70000";"1,97993";"15351,44043"
"29,80000";"1,98680";"15423,10254"
"29,90000";"1,99338";"15483,38672"
"30,00000";"2,00002";"15554,18066"
"30,10000";"2,00689";"15627,06250"
"30,20000";"2,01341";"15684,93359"
"30,30000";"2,02011";"15757,26758"
"30,40000";"2,02680";"15824,78906"
"30,50000";"2,03326";"15886,52734"
"30,60000";"2,04014";"15961,12207"
"30,70000";"2,04683";"16024,07227"
"30,80000";"2,05335";"16090,23926"
"30,90000";"2,06023";"16166,01172"
"31,00000";"2,06674";"16221,12695"
"31,10000";"2,07338";"16297,31348"
"31,20000";"2,08020";"16365,44434"
"31,30000";"2,08665";"16427,40039"
"31,40000";"2,09341";"16502,65234"
"31,50000";"2,10017";"16568,21289"
"31,60000";"2,10668";"16630,41211"
"31,70000";"2,11350";"16708,91406"
"31,80000";"2,12020";"16772,11133"
"31,90000";"2,12665";"16838,07617"
"32,00000";"2,13353";"16917,64062"
"32,10000";"2,14011";"16975,32812"
"32,20000";"2,14662";"17047,19727"
"32,30000";"2,15356";"17122,16797"
"32,40000";"2,16007";"17181,56250"
"32,50000";"2,16671";"17254,50781"
"32,60000";"2,17353";"17323,47852"
"32,70000";"2,17998";"17389,10156"
"32,80000";"2,18680";"17464,10938"
"32,90000";"2,19350";"17526,84375"
"33,00000";"2,19995";"17594,59766"
"33,10000";"2,20683";"17671,93164"
"33,20000";"2,21347";"17739,57031"
"33,30000";"2,21998";"17800,13672"
"33,40000";"2,22686";"17880,41406"
"33,50000";"2,23338";"17947,46680"
"33,60000";"2,24007";"18014,91016"
"33,70000";"2,24689";"18083,55078"
"33,80000";"2,25329";"18150,29297"
"33,90000";"2,26010";"18239,66211"
"34,00000";"2,26686";"18294,13477"
"34,10000";"2,27332";"18364,71484"
"34,20000";"2,28013";"18445,03320"
"34,30000";"2,28689";"18506,54688"
"34,40000";"2,29329";"18572,19922"
"34,50000";"2,30016";"18653,70898"
"34,60000";"2,30674";"18718,98828"
"34,70000";"2,31332";"18791,49023"
"34,80000";"2,32019";"18861,69727"
"34,90000";"2,32671";"18927,36328"
"35,00000";"2,33340";"19005,96484"
"35,10000";"2,34028";"19075,48242"
"35,20000";"2,34668";"19139,39648"
"35,30000";"2,35343";"19219,16992"
"35,40000";"2,36013";"19283,91797"
"35,50000";"2,36665";"19351,71289"
"35,60000";"2,37352";"19429,85938"
"35,70000";"2,38016";"19494,14258"
"35,80000";"2,38668";"19563,88086"
"35,90000";"2,39355";"19642,59180"
"36,00000";"2,40007";"19705,78125"
"36,10000";"2,40671";"19777,38086"
"36,20000";"2,41352";"19849,86719"
"36,30000";"2,41992";"19915,94141"
"36,40000";"2,42674";"19995,78320"
"36,50000";"2,43355";"20058,37109"
"36,60000";"2,44001";"20124,88672"
"36,70000";"2,44688";"20207,41992"
"36,80000";"2,45346";"20270,96875"
"36,90000";"2,45998";"20339,06641"
"37,00000";"2,46685";"20411,34180"
"37,10000";"2,47331";"20477,17578"
"37,20000";"2,48001";"20552,38281"
"37,30000";"2,48688";"20625,83008"
"37,40000";"2,49334";"20687,55273"
"37,50000";"2,50010";"20763,57227"
"37,60000";"2,50685";"20831,08008"
"37,70000";"2,51331";"20899,41797"
"37,80000";"2,52013";"20976,87500"
"37,90000";"2,52676";"21038,08203"
"38,00000";"2,53334";"21109,66602"
"38,10000";"2,54028";"21186,97070"
"38,20000";"2,54679";"21252,09570"
"38,30000";"2,55337";"21322,05469"
"38,40000";"2,56025";"21393,35547"
"38,50000";"2,56664";"21458,60742"
"38,60000";"2,57340";"21538,46680"
"38,70000";"2,58016";"21602,83984"
"38,80000";"2,58667";"21668,05469"
"38,90000";"2,59349";"21746,08008"
"39,00000";"2,60019";"21808,84375"
"39,10000";"2,60670";"21884,01367"
"39,20000";"2,61358";"21956,39062"
"39,30000";"2,62010";"22017,78516"
"39,40000";"2,62667";"22090,38867"
"39,50000";"2,63361";"22167,36133"
"39,60000";"2,64000";"22223,08594"
"39,70000";"2,64670";"22298,24609"
"39,80000";"2,65358";"22370,00977"
"39,90000";"2,65997";"22435,36328"
"40,00000";"2,66679";"22510,59766"
"40,10000";"2,67349";"22573,28711"
"40,20000";"2,68000";"22635,72852"
"40,30000";"2,68682";"22714,20898"
"40,40000";"2,69340";"22779,22266"
"40,50000";"2,69997";"22846,92578"
"40,60000";"2,70691";"22920,55664"
"40,70000";"2,71337";"22976,12891"
"40,80000";"2,72006";"23054,66602"
"40,90000";"2,72694";"23124,11328"
"41,00000";"2,73334";"23184,16992"
"41,10000";"2,74009";"23262,25977"
"41,20000";"2,74679";"23326,47266"
"41,30000";"2,75331";"23391,54102"
"41,40000";"2,76018";"23464,48242"
