Temps;Déplacement;Charge
(s);(mm);(N)
"57,15600";"3,81074";"29251,85547"
"57,18200";"3,81260";"29001,17578"
"57,28200";"3,81893";"29251,52734"
"57,38200";"3,82563";"29456,91406"
"57,48200";"3,83233";"29636,95312"
"57,58200";"3,83872";"29802,50977"
"57,68200";"3,84560";"29957,65430"
"57,78200";"3,85218";"30070,78516"
"57,88200";"3,85881";"30174,19922"
"57,98200";"3,86569";"30246,17188"
"58,08200";"3,87215";"30294,98828"
"58,18200";"3,87884";"30340,11719"
"58,28200";"3,88578";"30370,08594"
"58,38200";"3,89218";"30388,58398"
"58,48200";"3,89887";"30408,44141"
"58,58200";"3,90569";"30416,12305"
"58,68200";"3,91215";"30427,12500"
"58,78200";"3,91902";"30442,53906"
"58,88200";"3,92560";"30442,77344"
"58,98200";"3,93218";"30454,16992"
"59,08200";"3,93905";"30465,03711"
"59,18200";"3,94557";"30463,83008"
"59,28200";"3,95220";"30476,52148"
"59,38200";"3,95908";"30482,69531"
"59,48200";"3,96554";"30487,50195"
"59,58200";"3,97229";"30498,65430"
"59,68200";"3,97899";"30498,03711"
"59,78200";"3,98551";"30507,68359"
"59,88200";"3,99232";"30522,63867"
"59,98200";"3,99896";"30520,82031"
"60,08200";"4,00548";"30528,55078"
"60,18200";"4,01241";"30540,34375"
"60,28200";"4,01899";"30551,59180"
"60,38200";"4,02551";"30556,81641"
"60,48200";"4,03238";"30561,95117"
"60,58200";"4,03884";"30561,87305"
"60,68200";"4,04560";"30586,22852"
"60,78200";"4,05241";"30585,22852"
"60,88200";"4,05887";"30587,78711"
"60,98200";"4,06569";"30601,72266"
"61,08200";"4,07238";"30601,28711"
"61,18200";"4,07884";"30609,73242"
"61,28200";"4,08571";"30624,97656"
"61,38200";"4,09229";"30623,50391"
"61,48200";"4,09875";"30629,99609"
"61,58200";"4,10574";"30642,05859"
"61,68200";"4,11226";"30645,35352"
"61,78200";"4,11890";"30654,93164"
"61,88200";"4,12577";"30659,39844"
"61,98200";"4,13217";"30663,40625"
"62,08200";"4,13893";"30676,32227"
"62,18200";"4,14562";"30676,13867"
"62,28200";"4,15214";"30684,25000"
"62,38200";"4,15896";"30696,50195"
"62,48200";"4,16565";"30700,03906"
"62,58200";"4,17217";"30707,15430"
"62,68200";"4,17905";"30717,14844"
"62,78200";"4,18562";"30716,50781"
"62,88200";"4,19214";"30725,36914"
"62,98200";"4,19902";"30734,58008"
"63,08200";"4,20547";"30736,47656"
"63,18200";"4,21223";"30749,46484"
"63,28200";"4,21905";"30751,40430"
"63,38200";"4,22550";"30757,50195"
"63,48200";"4,23232";"30772,05469"
"63,58200";"4,23901";"30769,63477"
"63,68200";"4,24553";"30777,03125"
"63,78200";"4,25241";"30790,02148"
"63,88200";"4,25892";"30789,17773"
"63,98200";"4,26550";"30800,60156"
"64,08200";"4,27250";"30810,36133"
"64,18200";"4,27889";"30807,67969"
"64,28200";"4,28559";"30820,93555"
"64,38200";"4,29241";"30824,16016"
"64,48200";"4,29880";"30829,37695"
"64,58200";"4,30562";"30841,77148"
"64,68200";"4,31232";"30841,21094"
"64,78200";"4,31883";"30848,93750"
"64,88200";"4,32571";"30865,79688"
"64,98200";"4,33229";"30860,87109"
"65,08200";"4,33880";"30870,70508"
"65,18200";"4,34574";"30882,14453"
"65,28200";"4,35220";"30883,40430"
"65,38200";"4,35889";"30894,01953"
"65,48200";"4,36571";"30897,61523"
"65,58200";"4,37211";"30902,15039"
"65,68200";"4,37892";"30918,58008"
"65,78200";"4,38568";"30918,22266"
"65,88200";"4,39214";"30922,88086"
"65,98200";"4,39889";"30934,98047"
"66,08200";"4,40565";"30936,08594"
"66,18200";"4,41217";"30939,63867"
"66,28200";"4,41904";"30950,10547"
"66,38200";"4,42550";"30949,16016"
"66,48200";"4,43214";"30962,75586"
"66,58200";"4,43901";"30968,50195"
"66,68200";"4,44553";"30972,39453"
"66,78200";"4,45228";"30983,92578"
"66,88200";"4,45904";"30982,18750"
"66,98200";"4,46550";"30989,61914"
"67,08200";"4,47231";"31000,91602"
"67,18200";"4,47895";"30999,80078"
"67,28200";"4,48547";"31005,80273"
"67,38200";"4,49240";"31022,07812"
"67,48200";"4,49892";"31019,70898"
"67,58200";"4,50556";"31030,76172"
"67,68200";"4,51243";"31036,62109"
"67,78200";"4,51883";"31034,92188"
"67,88200";"4,52559";"31049,87109"
"67,98200";"4,53228";"31047,84180"
"68,08200";"4,53880";"31058,72266"
"68,18200";"4,54568";"31071,59766"
"68,28200";"4,55237";"31070,82227"
"68,38200";"4,55889";"31076,01953"
"68,48200";"4,56576";"31088,39062"
"68,58200";"4,57222";"31084,25391"
"68,68200";"4,57880";"31092,91406"
"68,78200";"4,58573";"31103,77539"
"68,88200";"4,59219";"31106,38281"
"68,98200";"4,59889";"31117,78516"
"69,08200";"4,60570";"31120,36328"
