Temps;Déplacement;Charge
(s);(mm);(N)
"52,40000";"3,49338";"33381,95703"
"52,50000";"3,50026";"33443,69531"
"52,60000";"3,50665";"33500,03516"
"52,70000";"3,51341";"33565,11719"
"52,80000";"3,52017";"33622,53125"
"52,90000";"3,52662";"33681,24219"
"53,00000";"3,53350";"33748,41797"
"53,10000";"3,54008";"33796,41406"
"53,20000";"3,54659";"33859,56250"
"53,30000";"3,55359";"33924,12109"
"53,40000";"3,55999";"33973,71875"
"53,50000";"3,56674";"34036,80469"
"53,60000";"3,57362";"34094,62891"
"53,70000";"3,58008";"34148,50781"
"53,80000";"3,58683";"34210,74609"
"53,90000";"3,59353";"34258,94141"
"54,00000";"3,60004";"34315,41797"
"54,10000";"3,60686";"34380,95703"
"54,20000";"3,61356";"34429,69531"
"54,30000";"3,62001";"34483,80078"
"54,40000";"3,62695";"34555,17188"
"54,50000";"3,63347";"34592,66797"
"54,60000";"3,64004";"34648,82422"
"54,70000";"3,64692";"34701,69531"
"54,80000";"3,65338";"34750,80078"
"54,90000";"3,66013";"34809,77734"
"55,00000";"3,66695";"34862,58203"
"55,10000";"3,67335";"34907,74219"
"55,20000";"3,68016";"34966,35938"
"55,30000";"3,68686";"35009,49609"
"55,40000";"3,69332";"35059,03125"
"55,50000";"3,70019";"35118,49609"
"55,60000";"3,70677";"35160,12891"
"55,70000";"3,71335";"35210,12891"
"55,80000";"3,72028";"35262,04297"
"55,90000";"3,72674";"35302,19531"
"56,00000";"3,73344";"35355,04297"
"56,10000";"3,74025";"35400,47266"
"56,20000";"3,74671";"35441,54688"
"56,30000";"3,75346";"35494,11719"
"56,40000";"3,76022";"35534,38672"
"56,50000";"3,76674";"35580,08594"
"56,60000";"3,77355";"35630,89062"
"56,70000";"3,78019";"35664,35547"
"56,80000";"3,78665";"35708,16016"
"56,90000";"3,79358";"35760,35547"
"57,00000";"3,80004";"35792,60156"
"57,10000";"3,80674";"35838,34375"
"57,20000";"3,81355";"35880,07422"
"57,30000";"3,81995";"35914,33594"
"57,40000";"3,82683";"35964,93750"
"57,50000";"3,83358";"35996,37891"
"57,60000";"3,84004";"36033,21875"
"57,70000";"3,84686";"36078,63281"
"57,80000";"3,85349";"36107,61328"
"57,90000";"3,86007";"36146,92969"
"58,00000";"3,86689";"36186,64844"
"58,10000";"3,87340";"36214,77344"
"58,20000";"3,88004";"36255,95703"
"58,30000";"3,88697";"36294,02344"
"58,40000";"3,89337";"36319,11328"
"58,50000";"3,90013";"36358,14844"
"58,60000";"3,90694";"36387,63281"
"58,70000";"3,91334";"36417,58203"
"58,80000";"3,92016";"36455,76562"
"58,90000";"3,92679";"36478,50000"
"59,00000";"3,93337";"36512,25781"
"59,10000";"3,94025";"36548,52344"
"59,20000";"3,94676";"36570,37500"
"59,30000";"3,95340";"36603,03906"
"59,40000";"3,96028";"36632,51562"
"59,50000";"3,96673";"36655,49609"
"59,60000";"3,97337";"36688,04688"
"59,70000";"3,98025";"36713,35156"
"59,80000";"3,98670";"36734,77734"
"59,90000";"3,99346";"36768,57422"
"60,00000";"4,00022";"36788,24219"
"60,10000";"4,00667";"36807,24219"
"60,20000";"4,01355";"36840,38281"
"60,30000";"4,02013";"36854,73438"
"60,40000";"4,02670";"36879,19141"
"60,50000";"4,03358";"36906,01953"
"60,60000";"4,04010";"36918,09375"
"60,70000";"4,04679";"36944,85156"
"60,80000";"4,05367";"36965,68359"
"60,90000";"4,06006";"36981,39453"
"61,00000";"4,06682";"37005,10156"
"61,10000";"4,07352";"37018,77734"
"61,20000";"4,07998";"37035,96484"
"61,30000";"4,08679";"37062,12891"
"61,40000";"4,09349";"37073,41797"
"61,50000";"4,10006";"37089,60547"
"61,60000";"4,10694";"37113,99219"
"61,70000";"4,11340";"37116,42188"
"61,80000";"4,12009";"37140,99219"
"61,90000";"4,12697";"37154,35938"
"62,00000";"4,13337";"37165,46875"
"62,10000";"4,14012";"37186,70703"
"62,20000";"4,14688";"37194,55078"
"62,30000";"4,15340";"37208,61719"
"62,40000";"4,16021";"37228,08594"
"62,50000";"4,16679";"37233,22266"
"62,60000";"4,17337";"37246,30469"
"62,70000";"4,18024";"37268,08984"
"62,80000";"4,18676";"37270,51953"
"62,90000";"4,19322";"37284,46484"
"63,00000";"4,20027";"37300,94531"
"63,10000";"4,20673";"37305,07031"
"63,20000";"4,21348";"37321,50391"
"63,30000";"4,22024";"37327,98828"
"63,40000";"4,22670";"37334,33984"
"63,50000";"4,23357";"37352,71875"
"63,60000";"4,24021";"37354,15625"
"63,70000";"4,24667";"37361,42578"
"63,80000";"4,25360";"37378,36328"
"63,90000";"4,26018";"37378,89844"
"64,00000";"4,26676";"37390,68359"
"64,10000";"4,27363";"37404,18359"
"64,20000";"4,28009";"37401,99609"
"64,30000";"4,28679";"37413,76953"
"64,40000";"4,29360";"37421,47266"
"64,50000";"4,30006";"37422,10156"
"64,60000";"4,30682";"37435,66406"
"64,70000";"4,31351";"37437,15234"
"64,80000";"4,32009";"37446,00781"
"64,90000";"4,32691";"37459,82031"
"65,00000";"4,33354";"37454,91797"
"65,10000";"4,34012";"37461,39844"
"65,20000";"4,34694";"37472,51172"
